,Gameweek,Player Name,Position,Opponent,Team,Gameweek Points,Venue,Home Team Score,Away Team Score,Minutes Played,Goals Scored,Assists,Clean Sheets,Goals Conceded,xG Conceded,Own Goals,Penalties Saved,Penalties Missed,Yellow Cards,Red Cards,Saves,Bonus,xG,xA,Selected By(%),Price,Total Goals Scored,Total Assists,Clean Sheets,Total Clean Sheets,Total Goals Conceded,Total xG Conceded,Total Own Goals,Total Saves,Total Penalties Saved,Total Penalties Missed,Total Yellow Cards,Total Red Cards,Total Bonus,Total Starts,Total xG,Total xA,Total Points
95,25,Holding,Defender,Leicester,Arsenal,0,Away,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,4.2,1,0,0,0,13,11.14,0,0,0,0,0,0,0,6,0.32,0.15,21
96,25,Holding,Defender,Everton,Arsenal,0,Home,4.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,4.2,1,0,0,0,13,11.14,0,0,0,0,0,0,0,6,0.32,0.15,21
97,26,Holding,Defender,Bournemouth,Arsenal,0,Home,3.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,4.2,1,0,0,0,13,11.14,0,0,0,0,0,0,0,6,0.32,0.15,21
98,27,Holding,Defender,Fulham,Arsenal,0,Away,0.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,4.2,1,0,0,0,13,11.14,0,0,0,0,0,0,0,6,0.32,0.15,21
99,28,Holding,Defender,Crystal Palace,Arsenal,2,Home,4.0,1.0,90,0,0,0,1,0.6,0,0,0,0,0,0,0,0.03,0.01,0.2,4.2,1,0,0,0,13,11.14,0,0,0,0,0,0,0,6,0.32,0.15,21
100,29,Holding,Defender,Leeds,Arsenal,2,Home,4.0,1.0,90,0,0,0,1,0.78,0,0,0,0,0,0,0,0.0,0.01,0.2,4.2,1,0,0,0,13,11.14,0,0,0,0,0,0,0,6,0.32,0.15,21
101,30,Holding,Defender,Liverpool,Arsenal,1,Away,2.0,2.0,90,0,0,0,2,3.96,0,0,0,0,0,0,0,0.0,0.0,0.2,4.2,1,0,0,0,13,11.14,0,0,0,0,0,0,0,6,0.32,0.15,21
102,31,Holding,Defender,West Ham,Arsenal,1,Away,2.0,2.0,90,0,0,0,2,1.75,0,0,0,0,0,0,0,0.06,0.01,0.2,4.2,1,0,0,0,13,11.14,0,0,0,0,0,0,0,6,0.32,0.15,21
103,32,Holding,Defender,Southampton,Arsenal,1,Home,3.0,3.0,90,0,0,0,3,1.42,0,0,0,0,0,0,0,0.07,0.02,0.2,4.2,1,0,0,0,13,11.14,0,0,0,0,0,0,0,6,0.32,0.15,21
104,33,Holding,Defender,Man City,Arsenal,6,Away,4.0,1.0,90,1,0,0,4,2.06,0,0,0,0,0,0,0,0.16,0.1,0.2,4.2,1,0,0,0,13,11.14,0,0,0,0,0,0,0,6,0.32,0.15,21
105,34,Holding,Defender,Chelsea,Arsenal,1,Home,3.0,1.0,5,0,0,0,0,0.29,0,0,0,0,0,0,0,0.0,0.0,0.2,4.2,1,0,0,0,13,11.14,0,0,0,0,0,0,0,6,0.32,0.15,21
106,35,Holding,Defender,Newcastle,Arsenal,0,Away,0.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,4.2,1,0,0,0,13,11.14,0,0,0,0,0,0,0,6,0.32,0.15,21
107,36,Holding,Defender,Brighton,Arsenal,0,Home,0.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,4.2,1,0,0,0,13,11.14,0,0,0,0,0,0,0,6,0.32,0.15,21
108,1,Partey,Midfielder,Crystal Palace,Arsenal,3,Away,0.0,2.0,90,0,0,1,0,1.21,0,0,0,0,0,0,0,0.1,0.02,0.4,4.7,3,0,1,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
109,2,Partey,Midfielder,Leicester,Arsenal,2,Home,4.0,2.0,90,0,0,0,2,0.46,0,0,0,0,0,0,0,0.39,0.02,0.4,4.7,3,0,0,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
110,3,Partey,Midfielder,Bournemouth,Arsenal,3,Away,0.0,3.0,90,0,0,1,0,0.28,0,0,0,0,0,0,0,0.0,0.02,0.4,4.7,3,0,1,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
111,4,Partey,Midfielder,Fulham,Arsenal,0,Home,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.4,4.7,3,0,0,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
112,5,Partey,Midfielder,Aston Villa,Arsenal,0,Home,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.4,4.7,3,0,0,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
113,6,Partey,Midfielder,Man Utd,Arsenal,0,Away,3.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.4,4.7,3,0,0,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
114,8,Partey,Midfielder,Brentford,Arsenal,3,Away,0.0,3.0,77,0,0,1,0,0.49,0,0,0,0,0,0,0,0.0,0.04,0.4,4.7,3,0,1,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
115,9,Partey,Midfielder,Spurs,Arsenal,10,Home,3.0,1.0,72,1,0,0,1,1.56,0,0,0,0,0,0,3,0.06,0.07,0.4,4.7,3,0,0,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
116,10,Partey,Midfielder,Liverpool,Arsenal,2,Home,3.0,2.0,90,0,0,0,2,1.13,0,0,0,0,0,0,0,0.0,0.05,0.4,4.7,3,0,0,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
117,11,Partey,Midfielder,Leeds,Arsenal,3,Away,0.0,1.0,90,0,0,1,0,1.86,0,0,0,0,0,0,0,0.0,0.0,0.4,4.7,3,0,1,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
118,13,Partey,Midfielder,Southampton,Arsenal,2,Away,1.0,1.0,90,0,0,0,1,0.67,0,0,0,0,0,0,0,0.0,0.07,0.4,4.7,3,0,0,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
119,14,Partey,Midfielder,Nott'm Forest,Arsenal,9,Home,5.0,0.0,90,1,0,1,0,0.43,0,0,0,0,0,0,1,0.16,0.23,0.4,4.7,3,0,1,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
120,15,Partey,Midfielder,Chelsea,Arsenal,3,Away,0.0,1.0,90,0,0,1,0,0.29,0,0,0,0,0,0,0,0.34,0.02,0.4,4.7,3,0,1,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
121,16,Partey,Midfielder,Wolves,Arsenal,2,Away,0.0,2.0,90,0,0,1,0,0.68,0,0,0,1,0,0,0,0.0,0.02,0.4,4.7,3,0,1,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
122,17,Partey,Midfielder,West Ham,Arsenal,2,Home,3.0,1.0,90,0,0,0,1,1.07,0,0,0,0,0,0,0,0.05,0.08,0.4,4.7,3,0,0,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
123,18,Partey,Midfielder,Brighton,Arsenal,1,Away,2.0,4.0,73,0,0,0,1,0.68,0,0,0,1,0,0,0,0.16,0.02,0.4,4.7,3,0,0,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
124,19,Partey,Midfielder,Newcastle,Arsenal,3,Home,0.0,0.0,90,0,0,1,0,1.08,0,0,0,0,0,0,0,0.07,0.03,0.4,4.7,3,0,1,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
125,20,Partey,Midfielder,Spurs,Arsenal,3,Away,0.0,2.0,90,0,0,1,0,1.54,0,0,0,0,0,0,0,0.12,0.05,0.4,4.7,3,0,1,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
126,21,Partey,Midfielder,Man Utd,Arsenal,2,Home,3.0,2.0,90,0,0,0,2,0.33,0,0,0,0,0,0,0,0.11,0.04,0.4,4.7,3,0,0,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
127,22,Partey,Midfielder,Everton,Arsenal,1,Away,1.0,0.0,58,0,0,0,0,1.33,0,0,0,0,0,0,0,0.03,0.03,0.4,4.7,3,0,0,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
128,23,Partey,Midfielder,Brentford,Arsenal,3,Home,1.0,1.0,90,0,0,0,1,2.37,0,0,0,0,0,0,1,0.04,0.14,0.4,4.7,3,0,0,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
129,23,Partey,Midfielder,Man City,Arsenal,0,Home,1.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.4,4.7,3,0,0,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
130,24,Partey,Midfielder,Aston Villa,Arsenal,0,Away,2.0,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.4,4.7,3,0,0,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
131,25,Partey,Midfielder,Leicester,Arsenal,1,Away,0.0,1.0,6,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.4,4.7,3,0,0,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
132,25,Partey,Midfielder,Everton,Arsenal,1,Home,4.0,0.0,45,0,0,0,0,0.72,0,0,0,0,0,0,0,0.0,0.41,0.4,4.7,3,0,0,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
133,26,Partey,Midfielder,Bournemouth,Arsenal,8,Home,3.0,2.0,90,1,0,0,2,1.32,0,0,0,0,0,0,1,0.6,0.11,0.4,4.7,3,0,0,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
134,27,Partey,Midfielder,Fulham,Arsenal,3,Away,0.0,3.0,90,0,0,1,0,0.84,0,0,0,0,0,0,0,0.0,0.02,0.4,4.7,3,0,1,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
135,28,Partey,Midfielder,Crystal Palace,Arsenal,2,Home,4.0,1.0,90,0,0,0,1,0.6,0,0,0,0,0,0,0,0.14,0.17,0.4,4.7,3,0,0,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
136,29,Partey,Midfielder,Leeds,Arsenal,1,Home,4.0,1.0,59,0,0,0,0,0.27,0,0,0,0,0,0,0,0.0,0.01,0.4,4.7,3,0,0,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
137,30,Partey,Midfielder,Liverpool,Arsenal,2,Away,2.0,2.0,90,0,0,0,2,3.96,0,0,0,0,0,0,0,0.0,0.0,0.4,4.7,3,0,0,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
138,31,Partey,Midfielder,West Ham,Arsenal,1,Away,2.0,2.0,66,0,0,0,2,1.43,0,0,0,1,0,0,0,0.0,0.05,0.4,4.7,3,0,0,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
139,32,Partey,Midfielder,Southampton,Arsenal,2,Home,3.0,3.0,90,0,0,0,3,1.42,0,0,0,0,0,0,0,0.12,0.22,0.4,4.7,3,0,0,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
140,33,Partey,Midfielder,Man City,Arsenal,1,Away,4.0,1.0,90,0,0,0,4,2.06,0,0,0,1,0,0,0,0.1,0.03,0.4,4.7,3,0,0,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
141,34,Partey,Midfielder,Chelsea,Arsenal,1,Home,3.0,1.0,4,0,0,0,0,0.29,0,0,0,0,0,0,0,0.0,0.0,0.4,4.7,3,0,0,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
142,35,Partey,Midfielder,Newcastle,Arsenal,1,Away,0.0,2.0,10,0,0,0,0,0.06,0,0,0,0,0,0,0,0.0,0.0,0.4,4.7,3,0,0,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
143,36,Partey,Midfielder,Brighton,Arsenal,0,Home,0.0,3.0,30,0,0,0,2,0.82,0,0,0,1,0,0,0,0.0,0.06,0.4,4.7,3,0,0,10,27,31.25,0,0,0,0,5,0,6,26,2.59,2.03,81
144,1,Ødegaard,Midfielder,Crystal Palace,Arsenal,3,Away,0.0,2.0,90,0,0,1,0,1.21,0,0,0,0,0,0,0,0.09,0.06,30.8,6.8,15,8,1,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
145,2,Ødegaard,Midfielder,Leicester,Arsenal,2,Home,4.0,2.0,90,0,0,0,2,0.46,0,0,0,0,0,0,0,0.03,0.07,30.8,6.8,15,8,0,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
146,3,Ødegaard,Midfielder,Bournemouth,Arsenal,16,Away,0.0,3.0,73,2,0,1,0,0.12,0,0,0,0,0,0,3,0.64,0.05,30.8,6.8,15,8,1,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
147,4,Ødegaard,Midfielder,Fulham,Arsenal,10,Home,2.0,1.0,90,1,0,0,1,0.83,0,0,0,0,0,0,3,0.18,0.46,30.8,6.8,15,8,0,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
148,5,Ødegaard,Midfielder,Aston Villa,Arsenal,1,Home,2.0,1.0,80,0,0,0,1,0.45,0,0,0,1,0,0,0,0.46,0.22,30.8,6.8,15,8,0,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
149,6,Ødegaard,Midfielder,Man Utd,Arsenal,2,Away,3.0,1.0,73,0,0,0,2,1.25,0,0,0,0,0,0,0,0.35,0.34,30.8,6.8,15,8,0,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
150,8,Ødegaard,Midfielder,Brentford,Arsenal,0,Away,0.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,30.8,6.8,15,8,0,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
151,9,Ødegaard,Midfielder,Spurs,Arsenal,2,Home,3.0,1.0,79,0,0,0,1,1.57,0,0,0,0,0,0,0,0.11,0.04,30.8,6.8,15,8,0,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
152,10,Ødegaard,Midfielder,Liverpool,Arsenal,4,Home,3.0,2.0,81,0,1,0,2,1.01,0,0,0,1,0,0,0,0.26,0.47,30.8,6.8,15,8,0,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
153,11,Ødegaard,Midfielder,Leeds,Arsenal,6,Away,0.0,1.0,72,0,1,1,0,1.69,0,0,0,0,0,0,0,0.16,0.17,30.8,6.8,15,8,1,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
154,13,Ødegaard,Midfielder,Southampton,Arsenal,2,Away,1.0,1.0,82,0,0,0,1,0.67,0,0,0,0,0,0,0,0.09,0.27,30.8,6.8,15,8,0,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
155,14,Ødegaard,Midfielder,Nott'm Forest,Arsenal,10,Home,5.0,0.0,90,1,0,1,0,0.43,0,0,0,0,0,0,2,0.17,0.48,30.8,6.8,15,8,1,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
156,15,Ødegaard,Midfielder,Chelsea,Arsenal,3,Away,0.0,1.0,86,0,0,1,0,0.29,0,0,0,0,0,0,0,0.12,0.28,30.8,6.8,15,8,1,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
157,16,Ødegaard,Midfielder,Wolves,Arsenal,16,Away,0.0,2.0,90,2,0,1,0,0.68,0,0,0,0,0,0,3,1.48,0.03,30.8,6.8,15,8,1,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
158,17,Ødegaard,Midfielder,West Ham,Arsenal,11,Home,3.0,1.0,90,0,2,0,1,1.07,0,0,0,0,0,0,3,0.38,0.26,30.8,6.8,15,8,0,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
159,18,Ødegaard,Midfielder,Brighton,Arsenal,13,Away,2.0,4.0,86,1,1,0,2,1.0,0,0,0,0,0,0,3,0.06,0.77,30.8,6.8,15,8,0,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
160,19,Ødegaard,Midfielder,Newcastle,Arsenal,2,Home,0.0,0.0,90,0,0,1,0,1.08,0,0,0,1,0,0,0,0.22,0.18,30.8,6.8,15,8,1,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
161,20,Ødegaard,Midfielder,Spurs,Arsenal,9,Away,0.0,2.0,90,1,0,1,0,1.54,0,0,0,0,0,0,1,0.14,0.14,30.8,6.8,15,8,1,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
162,21,Ødegaard,Midfielder,Man Utd,Arsenal,5,Home,3.0,2.0,90,0,1,0,2,0.33,0,0,0,0,0,0,0,0.42,0.04,30.8,6.8,15,8,0,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
163,22,Ødegaard,Midfielder,Everton,Arsenal,2,Away,1.0,0.0,76,0,0,0,1,1.64,0,0,0,0,0,0,0,0.1,0.15,30.8,6.8,15,8,0,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
164,23,Ødegaard,Midfielder,Brentford,Arsenal,2,Home,1.0,1.0,90,0,0,0,1,2.37,0,0,0,0,0,0,0,0.12,0.18,30.8,6.8,15,8,0,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
165,23,Ødegaard,Midfielder,Man City,Arsenal,2,Home,1.0,3.0,90,0,0,0,3,1.71,0,0,0,0,0,0,0,0.1,0.11,30.8,6.8,15,8,0,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
166,24,Ødegaard,Midfielder,Aston Villa,Arsenal,8,Away,2.0,4.0,90,0,1,0,2,0.51,0,0,0,0,0,0,3,0.34,0.6,30.8,6.8,15,8,0,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
167,25,Ødegaard,Midfielder,Leicester,Arsenal,3,Away,0.0,1.0,83,0,0,1,0,0.02,0,0,0,0,0,0,0,0.15,0.1,30.8,6.8,15,8,1,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
168,25,Ødegaard,Midfielder,Everton,Arsenal,8,Home,4.0,0.0,90,1,0,1,0,1.36,0,0,0,0,0,0,0,0.4,0.09,30.8,6.8,15,8,1,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
169,26,Ødegaard,Midfielder,Bournemouth,Arsenal,2,Home,3.0,2.0,90,0,0,0,2,1.32,0,0,0,0,0,0,0,0.56,0.38,30.8,6.8,15,8,0,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
170,27,Ødegaard,Midfielder,Fulham,Arsenal,7,Away,0.0,3.0,90,1,0,1,0,0.84,0,0,0,1,0,0,0,0.45,0.18,30.8,6.8,15,8,1,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
171,28,Ødegaard,Midfielder,Crystal Palace,Arsenal,2,Home,4.0,1.0,90,0,0,0,1,0.6,0,0,0,0,0,0,0,0.25,0.3,30.8,6.8,15,8,0,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
172,29,Ødegaard,Midfielder,Leeds,Arsenal,6,Home,4.0,1.0,84,0,1,0,1,0.78,0,0,0,0,0,0,1,0.0,0.28,30.8,6.8,15,8,0,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
173,30,Ødegaard,Midfielder,Liverpool,Arsenal,2,Away,2.0,2.0,79,0,0,0,1,2.15,0,0,0,0,0,0,0,0.05,0.01,30.8,6.8,15,8,0,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
174,31,Ødegaard,Midfielder,West Ham,Arsenal,10,Away,2.0,2.0,89,1,0,0,2,1.75,0,0,0,0,0,0,3,0.57,0.17,30.8,6.8,15,8,0,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
175,32,Ødegaard,Midfielder,Southampton,Arsenal,7,Home,3.0,3.0,90,1,0,0,3,1.42,0,0,0,0,0,0,0,0.28,0.19,30.8,6.8,15,8,0,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
176,33,Ødegaard,Midfielder,Man City,Arsenal,2,Away,4.0,1.0,70,0,0,0,3,1.89,0,0,0,0,0,0,0,0.0,0.04,30.8,6.8,15,8,0,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
177,34,Ødegaard,Midfielder,Chelsea,Arsenal,15,Home,3.0,1.0,90,2,0,0,1,0.74,0,0,0,0,0,0,3,0.39,0.12,30.8,6.8,15,8,0,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
178,35,Ødegaard,Midfielder,Newcastle,Arsenal,10,Away,0.0,2.0,79,1,0,1,0,1.24,0,0,0,0,0,0,2,0.5,0.17,30.8,6.8,15,8,1,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
179,36,Ødegaard,Midfielder,Brighton,Arsenal,2,Home,0.0,3.0,76,0,0,0,1,1.08,0,0,0,0,0,0,0,0.06,0.07,30.8,6.8,15,8,0,12,37,37.10,0,0,0,0,4,0,30,35,9.68,7.47,207
180,1,Tierney,Defender,Crystal Palace,Arsenal,1,Away,0.0,2.0,7,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.7,4.6,0,1,0,1,10,10.51,0,0,0,0,0,0,0,6,0.30,0.40,35
181,2,Tierney,Defender,Leicester,Arsenal,1,Home,4.0,2.0,13,0,0,0,0,0.16,0,0,0,0,0,0,0,0.0,0.0,0.7,4.6,0,1,0,1,10,10.51,0,0,0,0,0,0,0,6,0.30,0.40,35
182,3,Tierney,Defender,Bournemouth,Arsenal,1,Away,0.0,3.0,2,0,0,0,0,0.02,0,0,0,0,0,0,0,0.0,0.0,0.7,4.6,0,1,0,1,10,10.51,0,0,0,0,0,0,0,6,0.30,0.40,35
183,4,Tierney,Defender,Fulham,Arsenal,2,Home,2.0,1.0,60,0,0,0,1,0.51,0,0,0,0,0,0,0,0.02,0.01,0.7,4.6,0,1,0,1,10,10.51,0,0,0,0,0,0,0,6,0.30,0.40,35
184,5,Tierney,Defender,Aston Villa,Arsenal,2,Home,2.0,1.0,90,0,0,0,1,0.45,0,0,0,0,0,0,0,0.2,0.04,0.7,4.6,0,1,0,1,10,10.51,0,0,0,0,0,0,0,6,0.30,0.40,35
185,6,Tierney,Defender,Man Utd,Arsenal,0,Away,3.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.7,4.6,0,1,0,1,10,10.51,0,0,0,0,0,0,0,6,0.30,0.40,35
186,8,Tierney,Defender,Brentford,Arsenal,6,Away,0.0,3.0,90,0,0,1,0,0.53,0,0,0,0,0,0,0,0.02,0.13,0.7,4.6,0,1,1,1,10,10.51,0,0,0,0,0,0,0,6,0.30,0.40,35
187,9,Tierney,Defender,Spurs,Arsenal,1,Home,3.0,1.0,17,0,0,0,0,0.01,0,0,0,0,0,0,0,0.02,0.03,0.7,4.6,0,1,0,1,10,10.51,0,0,0,0,0,0,0,6,0.30,0.40,35
188,10,Tierney,Defender,Liverpool,Arsenal,1,Home,3.0,2.0,8,0,0,0,0,0.12,0,0,0,0,0,0,0,0.0,0.0,0.7,4.6,0,1,0,1,10,10.51,0,0,0,0,0,0,0,6,0.30,0.40,35
189,11,Tierney,Defender,Leeds,Arsenal,1,Away,0.0,1.0,14,0,0,0,0,0.17,0,0,0,0,0,0,0,0.0,0.0,0.7,4.6,0,1,0,1,10,10.51,0,0,0,0,0,0,0,6,0.30,0.40,35
190,13,Tierney,Defender,Southampton,Arsenal,1,Away,1.0,1.0,18,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.7,4.6,0,1,0,1,10,10.51,0,0,0,0,0,0,0,6,0.30,0.40,35
191,14,Tierney,Defender,Nott'm Forest,Arsenal,1,Home,5.0,0.0,14,0,0,0,0,0.04,0,0,0,0,0,0,0,0.0,0.01,0.7,4.6,0,1,0,1,10,10.51,0,0,0,0,0,0,0,6,0.30,0.40,35
192,15,Tierney,Defender,Chelsea,Arsenal,1,Away,0.0,1.0,12,0,0,0,0,0.05,0,0,0,0,0,0,0,0.0,0.0,0.7,4.6,0,1,0,1,10,10.51,0,0,0,0,0,0,0,6,0.30,0.40,35
193,16,Tierney,Defender,Wolves,Arsenal,0,Away,0.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.7,4.6,0,1,0,1,10,10.51,0,0,0,0,0,0,0,6,0.30,0.40,35
194,17,Tierney,Defender,West Ham,Arsenal,2,Home,3.0,1.0,72,0,0,0,1,0.97,0,0,0,0,0,0,0,0.0,0.04,0.7,4.6,0,1,0,1,10,10.51,0,0,0,0,0,0,0,6,0.30,0.40,35
195,18,Tierney,Defender,Brighton,Arsenal,0,Away,2.0,4.0,30,0,0,0,2,0.78,0,0,0,0,0,0,0,0.0,0.0,0.7,4.6,0,1,0,1,10,10.51,0,0,0,0,0,0,0,6,0.30,0.40,35
196,19,Tierney,Defender,Newcastle,Arsenal,0,Home,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.7,4.6,0,1,0,1,10,10.51,0,0,0,0,0,0,0,6,0.30,0.40,35
197,20,Tierney,Defender,Spurs,Arsenal,1,Away,0.0,2.0,11,0,0,0,0,0.35,0,0,0,0,0,0,0,0.0,0.0,0.7,4.6,0,1,0,1,10,10.51,0,0,0,0,0,0,0,6,0.30,0.40,35
198,21,Tierney,Defender,Man Utd,Arsenal,0,Home,3.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.7,4.6,0,1,0,1,10,10.51,0,0,0,0,0,0,0,6,0.30,0.40,35
199,22,Tierney,Defender,Everton,Arsenal,0,Away,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.7,4.6,0,1,0,1,10,10.51,0,0,0,0,0,0,0,6,0.30,0.40,35
200,23,Tierney,Defender,Brentford,Arsenal,0,Home,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.7,4.6,0,1,0,1,10,10.51,0,0,0,0,0,0,0,6,0.30,0.40,35
201,23,Tierney,Defender,Man City,Arsenal,0,Home,1.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.7,4.6,0,1,0,1,10,10.51,0,0,0,0,0,0,0,6,0.30,0.40,35
202,24,Tierney,Defender,Aston Villa,Arsenal,1,Away,2.0,4.0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.7,4.6,0,1,0,1,10,10.51,0,0,0,0,0,0,0,6,0.30,0.40,35
203,25,Tierney,Defender,Leicester,Arsenal,0,Away,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.7,4.6,0,1,0,1,10,10.51,0,0,0,0,0,0,0,6,0.30,0.40,35
204,25,Tierney,Defender,Everton,Arsenal,1,Home,4.0,0.0,8,0,0,0,0,0.62,0,0,0,0,0,0,0,0.0,0.02,0.7,4.6,0,1,0,1,10,10.51,0,0,0,0,0,0,0,6,0.30,0.40,35
205,26,Tierney,Defender,Bournemouth,Arsenal,0,Home,3.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.7,4.6,0,1,0,1,10,10.51,0,0,0,0,0,0,0,6,0.30,0.40,35
