,Gameweek,Player Name,Position,Opponent,Team,Gameweek Points,Venue,Home Team Score,Away Team Score,Minutes Played,Goals Scored,Assists,Clean Sheets,Goals Conceded,xG Conceded,Own Goals,Penalties Saved,Penalties Missed,Yellow Cards,Red Cards,Saves,Bonus,xG,xA,Selected By(%),Price,Total Goals Scored,Total Assists,Clean Sheets,Total Clean Sheets,Total Goals Conceded,Total xG Conceded,Total Own Goals,Total Saves,Total Penalties Saved,Total Penalties Missed,Total Yellow Cards,Total Red Cards,Total Bonus,Total Starts,Total xG,Total xA,Total Points,Availability
15107,4,Darwin,Forward,Bournemouth,Liverpool,0,Home,9.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,6.6,8.6,9,5,0,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15108,5,Darwin,Forward,Newcastle,Liverpool,0,Home,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,6.6,8.6,9,5,0,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15109,6,Darwin,Forward,Everton,Liverpool,2,Away,0.0,0.0,79,0,0,1,0,1.63,0,0,0,0,0,0,0,0.54,0.05,6.6,8.6,9,5,1,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15110,9,Darwin,Forward,Brighton,Liverpool,1,Home,3.0,3.0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0.09,0.0,6.6,8.6,9,5,0,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15111,10,Darwin,Forward,Arsenal,Liverpool,6,Away,3.0,2.0,90,1,0,0,3,3.09,0,0,0,0,0,0,0,0.6,0.01,6.6,8.6,9,5,0,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15112,11,Darwin,Forward,Man City,Liverpool,1,Home,1.0,0.0,18,0,0,0,0,0.17,0,0,0,0,0,0,0,0.33,0.54,6.6,8.6,9,5,0,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15113,12,Darwin,Forward,West Ham,Liverpool,5,Home,1.0,0.0,56,1,0,0,0,1.09,0,0,0,0,0,0,0,0.46,0.01,6.6,8.6,9,5,0,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15114,13,Darwin,Forward,Nott'm Forest,Liverpool,0,Away,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,6.6,8.6,9,5,0,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15115,14,Darwin,Forward,Leeds,Liverpool,2,Home,1.0,2.0,90,0,0,0,2,1.77,0,0,0,0,0,0,0,0.37,0.08,6.6,8.6,9,5,0,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15116,15,Darwin,Forward,Spurs,Liverpool,7,Away,1.0,2.0,86,0,1,0,1,1.11,0,0,0,0,0,0,2,0.38,0.21,6.6,8.6,9,5,0,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15117,16,Darwin,Forward,Southampton,Liverpool,13,Home,3.0,1.0,86,2,0,0,1,1.05,0,0,0,0,0,0,3,0.71,0.27,6.6,8.6,9,5,0,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15118,17,Darwin,Forward,Aston Villa,Liverpool,2,Away,1.0,3.0,87,0,0,0,1,1.16,0,0,0,0,0,0,0,1.15,0.06,6.6,8.6,9,5,0,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15119,18,Darwin,Forward,Leicester,Liverpool,5,Home,2.0,1.0,90,0,1,0,1,0.99,0,0,0,0,0,0,0,0.68,0.1,6.6,8.6,9,5,0,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15120,19,Darwin,Forward,Brentford,Liverpool,1,Away,3.0,1.0,90,0,0,0,3,1.97,0,0,0,1,0,0,0,0.8,0.01,6.6,8.6,9,5,0,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15121,20,Darwin,Forward,Brighton,Liverpool,0,Away,3.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,6.6,8.6,9,5,0,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15122,21,Darwin,Forward,Chelsea,Liverpool,1,Home,0.0,0.0,27,0,0,0,0,0.33,0,0,0,0,0,0,0,0.04,0.08,6.6,8.6,9,5,0,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15123,22,Darwin,Forward,Wolves,Liverpool,2,Away,3.0,0.0,90,0,0,0,3,2.09,0,0,0,0,0,0,0,0.64,0.07,6.6,8.6,9,5,0,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15124,23,Darwin,Forward,Everton,Liverpool,5,Home,2.0,0.0,69,0,1,1,0,0.2,0,0,0,0,0,0,0,0.39,0.06,6.6,8.6,9,5,1,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15125,24,Darwin,Forward,Newcastle,Liverpool,5,Away,0.0,2.0,58,1,0,0,0,1.51,0,0,0,0,0,0,0,0.63,0.02,6.6,8.6,9,5,0,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15126,25,Darwin,Forward,Crystal Palace,Liverpool,0,Away,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,6.6,8.6,9,5,0,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15127,25,Darwin,Forward,Wolves,Liverpool,2,Home,2.0,0.0,88,0,0,1,0,0.93,0,0,0,0,0,0,0,0.27,0.37,6.6,8.6,9,5,1,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15128,26,Darwin,Forward,Man Utd,Liverpool,12,Home,7.0,0.0,77,2,0,1,0,0.88,0,0,0,0,0,0,2,0.92,0.03,6.6,8.6,9,5,1,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15129,27,Darwin,Forward,Bournemouth,Liverpool,2,Away,1.0,0.0,65,0,0,0,1,0.8,0,0,0,0,0,0,0,0.03,0.02,6.6,8.6,9,5,0,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15130,29,Darwin,Forward,Man City,Liverpool,1,Away,4.0,1.0,20,0,0,0,1,0.68,0,0,0,0,0,0,0,0.0,0.0,6.6,8.6,9,5,0,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15131,29,Darwin,Forward,Chelsea,Liverpool,2,Away,0.0,0.0,78,0,0,1,0,2.09,0,0,0,0,0,0,0,0.03,0.06,6.6,8.6,9,5,1,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15132,30,Darwin,Forward,Arsenal,Liverpool,1,Home,2.0,2.0,30,0,0,0,0,0.2,0,0,0,0,0,0,0,0.41,0.38,6.6,8.6,9,5,0,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15133,31,Darwin,Forward,Leeds,Liverpool,5,Away,1.0,6.0,9,1,0,0,0,0.02,0,0,0,0,0,0,0,0.39,0.0,6.6,8.6,9,5,0,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15134,32,Darwin,Forward,Nott'm Forest,Liverpool,1,Home,3.0,2.0,30,0,0,0,1,0.62,0,0,0,0,0,0,0,0.27,0.0,6.6,8.6,9,5,0,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15135,33,Darwin,Forward,West Ham,Liverpool,1,Away,1.0,2.0,12,0,0,0,0,0.21,0,0,0,0,0,0,0,0.0,0.0,6.6,8.6,9,5,0,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15136,34,Darwin,Forward,Spurs,Liverpool,1,Home,4.0,3.0,17,0,0,0,2,0.75,0,0,0,0,0,0,0,0.0,0.0,6.6,8.6,9,5,0,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15137,34,Darwin,Forward,Fulham,Liverpool,5,Home,1.0,0.0,82,0,1,1,0,0.57,0,0,0,0,0,0,0,0.1,0.03,6.6,8.6,9,5,1,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15138,35,Darwin,Forward,Brentford,Liverpool,2,Home,1.0,0.0,64,0,0,1,0,0.19,0,0,0,0,0,0,0,0.67,0.01,6.6,8.6,9,5,1,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15139,36,Darwin,Forward,Leicester,Liverpool,0,Away,0.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,6.6,8.6,9,5,0,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15140,37,Darwin,Forward,Aston Villa,Liverpool,0,Home,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,6.6,8.6,9,5,0,7,22,28.62,0,0,0,0,1,1,8,19,12.15,2.66,100,i
15141,1,Ramsay,Defender,Fulham,Liverpool,0,Away,2.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15142,2,Ramsay,Defender,Crystal Palace,Liverpool,0,Home,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15143,3,Ramsay,Defender,Man Utd,Liverpool,0,Away,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15144,4,Ramsay,Defender,Bournemouth,Liverpool,0,Home,9.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15145,5,Ramsay,Defender,Newcastle,Liverpool,0,Home,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15146,6,Ramsay,Defender,Everton,Liverpool,0,Away,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15147,9,Ramsay,Defender,Brighton,Liverpool,0,Home,3.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15148,10,Ramsay,Defender,Arsenal,Liverpool,0,Away,3.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15149,11,Ramsay,Defender,Man City,Liverpool,0,Home,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15150,12,Ramsay,Defender,West Ham,Liverpool,0,Home,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15151,13,Ramsay,Defender,Nott'm Forest,Liverpool,0,Away,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15152,14,Ramsay,Defender,Leeds,Liverpool,0,Home,1.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15153,15,Ramsay,Defender,Spurs,Liverpool,0,Away,1.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15154,16,Ramsay,Defender,Southampton,Liverpool,0,Home,3.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15155,17,Ramsay,Defender,Aston Villa,Liverpool,0,Away,1.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15156,18,Ramsay,Defender,Leicester,Liverpool,0,Home,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15157,19,Ramsay,Defender,Brentford,Liverpool,0,Away,3.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15158,20,Ramsay,Defender,Brighton,Liverpool,0,Away,3.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15159,21,Ramsay,Defender,Chelsea,Liverpool,0,Home,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15160,22,Ramsay,Defender,Wolves,Liverpool,0,Away,3.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15161,23,Ramsay,Defender,Everton,Liverpool,0,Home,2.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15162,24,Ramsay,Defender,Newcastle,Liverpool,0,Away,0.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15163,25,Ramsay,Defender,Crystal Palace,Liverpool,0,Away,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15164,25,Ramsay,Defender,Wolves,Liverpool,0,Home,2.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15165,26,Ramsay,Defender,Man Utd,Liverpool,0,Home,7.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15166,27,Ramsay,Defender,Bournemouth,Liverpool,0,Away,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15167,29,Ramsay,Defender,Man City,Liverpool,0,Away,4.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15168,29,Ramsay,Defender,Chelsea,Liverpool,0,Away,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15169,30,Ramsay,Defender,Arsenal,Liverpool,0,Home,2.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15170,31,Ramsay,Defender,Leeds,Liverpool,0,Away,1.0,6.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15171,32,Ramsay,Defender,Nott'm Forest,Liverpool,0,Home,3.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15172,33,Ramsay,Defender,West Ham,Liverpool,0,Away,1.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15173,34,Ramsay,Defender,Spurs,Liverpool,0,Home,4.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15174,34,Ramsay,Defender,Fulham,Liverpool,0,Home,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15175,35,Ramsay,Defender,Brentford,Liverpool,0,Home,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15176,36,Ramsay,Defender,Leicester,Liverpool,0,Away,0.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15177,37,Ramsay,Defender,Aston Villa,Liverpool,0,Home,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,i
15178,1,Adrián,Goalkeeper,Fulham,Liverpool,0,Away,2.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15179,2,Adrián,Goalkeeper,Crystal Palace,Liverpool,0,Home,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15180,3,Adrián,Goalkeeper,Man Utd,Liverpool,0,Away,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15181,4,Adrián,Goalkeeper,Bournemouth,Liverpool,0,Home,9.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15182,5,Adrián,Goalkeeper,Newcastle,Liverpool,0,Home,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15183,6,Adrián,Goalkeeper,Everton,Liverpool,0,Away,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15184,9,Adrián,Goalkeeper,Brighton,Liverpool,0,Home,3.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15185,10,Adrián,Goalkeeper,Arsenal,Liverpool,0,Away,3.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15186,11,Adrián,Goalkeeper,Man City,Liverpool,0,Home,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15187,12,Adrián,Goalkeeper,West Ham,Liverpool,0,Home,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15188,13,Adrián,Goalkeeper,Nott'm Forest,Liverpool,0,Away,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15189,14,Adrián,Goalkeeper,Leeds,Liverpool,0,Home,1.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15190,15,Adrián,Goalkeeper,Spurs,Liverpool,0,Away,1.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15191,16,Adrián,Goalkeeper,Southampton,Liverpool,0,Home,3.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15192,17,Adrián,Goalkeeper,Aston Villa,Liverpool,0,Away,1.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15193,18,Adrián,Goalkeeper,Leicester,Liverpool,0,Home,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15194,19,Adrián,Goalkeeper,Brentford,Liverpool,0,Away,3.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15195,20,Adrián,Goalkeeper,Brighton,Liverpool,0,Away,3.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15196,21,Adrián,Goalkeeper,Chelsea,Liverpool,0,Home,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15197,22,Adrián,Goalkeeper,Wolves,Liverpool,0,Away,3.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15198,23,Adrián,Goalkeeper,Everton,Liverpool,0,Home,2.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15199,24,Adrián,Goalkeeper,Newcastle,Liverpool,0,Away,0.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15200,25,Adrián,Goalkeeper,Crystal Palace,Liverpool,0,Away,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15201,25,Adrián,Goalkeeper,Wolves,Liverpool,0,Home,2.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15202,26,Adrián,Goalkeeper,Man Utd,Liverpool,0,Home,7.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15203,27,Adrián,Goalkeeper,Bournemouth,Liverpool,0,Away,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15204,29,Adrián,Goalkeeper,Man City,Liverpool,0,Away,4.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15205,29,Adrián,Goalkeeper,Chelsea,Liverpool,0,Away,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15206,30,Adrián,Goalkeeper,Arsenal,Liverpool,0,Home,2.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15207,31,Adrián,Goalkeeper,Leeds,Liverpool,0,Away,1.0,6.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15208,32,Adrián,Goalkeeper,Nott'm Forest,Liverpool,0,Home,3.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15209,33,Adrián,Goalkeeper,West Ham,Liverpool,0,Away,1.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15210,34,Adrián,Goalkeeper,Spurs,Liverpool,0,Home,4.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15211,34,Adrián,Goalkeeper,Fulham,Liverpool,0,Home,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15212,35,Adrián,Goalkeeper,Brentford,Liverpool,0,Home,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15213,36,Adrián,Goalkeeper,Leicester,Liverpool,0,Away,0.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
15214,37,Adrián,Goalkeeper,Aston Villa,Liverpool,0,Home,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,3.8,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
